Q,A
서울 중구에서 탁구에 대한 강좌를 알려줘.,서울 중구에는 탁구에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 골프에 대한 강좌를 알려줘.,서울 중구에는 골프에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 줄넘기에 대한 강좌를 알려줘.,서울 중구에는 줄넘기에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 필라테스에 대한 강좌를 알려줘.,서울 중구에는 파스텔발란스 약수점에서 하는 필라테스 프로그램이 있습니다. 
서울 중구에서 축구(풋살)에 대한 강좌를 알려줘.,서울 중구에는 축구(풋살)에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 요가에 대한 강좌를 알려줘.,서울 중구에는 요가에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 댄스(줌바 등)에 대한 강좌를 알려줘.,서울 중구에는 댄스(줌바 등)에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 당구에 대한 강좌를 알려줘.,서울 중구에는 당구에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 수영에 대한 강좌를 알려줘.,서울 중구에는 수영에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 볼링에 대한 강좌를 알려줘.,서울 중구에는 볼링에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 에어로빅에 대한 강좌를 알려줘.,서울 중구에는 에어로빅에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 클라이밍(암벽등반)에 대한 강좌를 알려줘.,서울 중구에는 클라이밍(암벽등반)에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 검도에 대한 강좌를 알려줘.,서울 중구에는 검도에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 테니스에 대한 강좌를 알려줘.,서울 중구에는 테니스에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 복싱에 대한 강좌를 알려줘.,서울 중구에는 복싱에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 종합체육시설에 대한 강좌를 알려줘.,서울 중구에는 종합체육시설에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 농구에 대한 강좌를 알려줘.,서울 중구에는 농구에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 승마에 대한 강좌를 알려줘.,서울 중구에는 승마에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 무용(발레 등)에 대한 강좌를 알려줘.,서울 중구에는 무용(발레 등)에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 배드민턴에 대한 강좌를 알려줘.,서울 중구에는 배드민턴에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 유도에 대한 강좌를 알려줘.,서울 중구에는 유도에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 주짓수에 대한 강좌를 알려줘.,서울 중구에는 주짓수에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 스쿼시에 대한 강좌를 알려줘.,서울 중구에는 스쿼시에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 롤러인라인에 대한 강좌를 알려줘.,서울 중구에는 롤러인라인에 관한 프로그램이 존재하지 않습니다.
서울 중구에서 펜싱에 대한 강좌를 알려줘.,서울 중구에는 펜싱에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 헬스에 대한 강좌를 알려줘.,"서울 중랑구에는 커브스 상봉클럽에서 하는 커브스 순환운동 프로그램이 있습니다. 
서울 중랑구에는 쉴드짐에서 하는 헬스 프로그램이 있습니다. "
서울 중랑구에서 태권도에 대한 강좌를 알려줘.,"서울 중랑구에는 마음열기 태권도장에서 하는 마음열기 태권도장 프로그램이 있습니다. 
서울 중랑구에는 휘트니스태권도장에서 하는 태권도 프로그램이 있습니다. 
서울 중랑구에는 한울효체육관에서 하는 태권도 프로그램이 있습니다. "
서울 중랑구에서 기타종목에 대한 강좌를 알려줘.,서울 중랑구에는 코끼리아동청소년발달센터에서 하는 특수체육/심리운동 프로그램이 있습니다. 
서울 중랑구에서 합기도에 대한 강좌를 알려줘.,서울 중랑구에는 합기도 유락관 호신술에서 하는 합기도 유락관 호신술 프로그램이 있습니다. 
서울 중랑구에서 탁구에 대한 강좌를 알려줘.,서울 중랑구에는 탁구에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 골프에 대한 강좌를 알려줘.,서울 중랑구에는 골프에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 줄넘기에 대한 강좌를 알려줘.,서울 중랑구에는 줄넘기에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 필라테스에 대한 강좌를 알려줘.,"서울 중랑구에는 다미안 요가&필라테스에서 하는 1:6 그룹레슨 1개월 5회권 프로그램이 있습니다. 
서울 중랑구에는 고아동발달센터에서 하는 필라테스 프로그램이 있습니다. 
서울 중랑구에는 이로움필라테스에서 하는 재활필라테스&amp;운동 프로그램이 있습니다. 
서울 중랑구에는 그리고필라테스 망우점에서 하는 필라테스 1:6그룹수업  1개월권 프로그램이 있습니다. "
서울 중랑구에서 축구(풋살)에 대한 강좌를 알려줘.,서울 중랑구에는 축구(풋살)에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 요가에 대한 강좌를 알려줘.,서울 중랑구에는 요가에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 댄스(줌바 등)에 대한 강좌를 알려줘.,서울 중랑구에는 원광장애인종합복지관에서 하는 댄스 프로그램이 있습니다. 
서울 중랑구에서 당구에 대한 강좌를 알려줘.,서울 중랑구에는 당구에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 수영에 대한 강좌를 알려줘.,서울 중랑구에는 수영에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 볼링에 대한 강좌를 알려줘.,서울 중랑구에는 볼링에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 에어로빅에 대한 강좌를 알려줘.,서울 중랑구에는 에어로빅에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 클라이밍(암벽등반)에 대한 강좌를 알려줘.,서울 중랑구에는 클라이밍(암벽등반)에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 검도에 대한 강좌를 알려줘.,서울 중랑구에는 해동검도 중랑천무관에서 하는 해동검도 중랑천무관 프로그램이 있습니다. 
서울 중랑구에서 테니스에 대한 강좌를 알려줘.,서울 중랑구에는 테니스에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 복싱에 대한 강좌를 알려줘.,"서울 중랑구에는 복싱타임에서 하는 복싱 프로그램이 있습니다. 
서울 중랑구에는 필복싱짐에서 하는 정통복싱 프로그램이 있습니다. "
서울 중랑구에서 종합체육시설에 대한 강좌를 알려줘.,서울 중랑구에는 종합체육시설에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 농구에 대한 강좌를 알려줘.,서울 중랑구에는 농구에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 승마에 대한 강좌를 알려줘.,서울 중랑구에는 승마에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 무용(발레 등)에 대한 강좌를 알려줘.,서울 중랑구에는 무용(발레 등)에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 배드민턴에 대한 강좌를 알려줘.,서울 중랑구에는 배드민턴에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 유도에 대한 강좌를 알려줘.,서울 중랑구에는 유도에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 주짓수에 대한 강좌를 알려줘.,서울 중랑구에는 주짓수에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 스쿼시에 대한 강좌를 알려줘.,서울 중랑구에는 스쿼시에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 롤러인라인에 대한 강좌를 알려줘.,서울 중랑구에는 롤러인라인에 관한 프로그램이 존재하지 않습니다.
서울 중랑구에서 펜싱에 대한 강좌를 알려줘.,서울 중랑구에는 펜싱에 관한 프로그램이 존재하지 않습니다.
인천 강화군에서 헬스에 대한 강좌를 알려줘.,인천 강화군에는 헬스에 관한 프로그램이 존재하지 않습니다.
인천 강화군에서 태권도에 대한 강좌를 알려줘.,인천 강화군에는 강화승룡체육관에서 하는 태권도 프로그램이 있습니다. 
인천 강화군에서 기타종목에 대한 강좌를 알려줘.,인천 강화군에는 기타종목에 관한 프로그램이 존재하지 않습니다.
인천 강화군에서 합기도에 대한 강좌를 알려줘.,인천 강화군에는 합기도에 관한 프로그램이 존재하지 않습니다.
인천 강화군에서 탁구에 대한 강좌를 알려줘.,인천 강화군에는 탁구에 관한 프로그램이 존재하지 않습니다.
인천 강화군에서 골프에 대한 강좌를 알려줘.,인천 강화군에는 골프에 관한 프로그램이 존재하지 않습니다.
인천 강화군에서 줄넘기에 대한 강좌를 알려줘.,인천 강화군에는 줄넘기에 관한 프로그램이 존재하지 않습니다.
인천 강화군에서 필라테스에 대한 강좌를 알려줘.,인천 강화군에는 필라테스에 관한 프로그램이 존재하지 않습니다.
인천 강화군에서 축구(풋살)에 대한 강좌를 알려줘.,인천 강화군에는 축구(풋살)에 관한 프로그램이 존재하지 않습니다.
인천 강화군에서 요가에 대한 강좌를 알려줘.,인천 강화군에는 요가에 관한 프로그램이 존재하지 않습니다.
인천 강화군에서 댄스(줌바 등)에 대한 강좌를 알려줘.,인천 강화군에는 댄스(줌바 등)에 관한 프로그램이 존재하지 않습니다.
인천 강화군에서 당구에 대한 강좌를 알려줘.,인천 강화군에는 당구에 관한 프로그램이 존재하지 않습니다.
인천 강화군에서 수영에 대한 강좌를 알려줘.,인천 강화군에는 수영에 관한 프로그램이 존재하지 않습니다.
인천 강화군에서 볼링에 대한 강좌를 알려줘.,인천 강화군에는 볼링에 관한 프로그램이 존재하지 않습니다.
인천 강화군에서 에어로빅에 대한 강좌를 알려줘.,인천 강화군에는 에어로빅에 관한 프로그램이 존재하지 않습니다.
인천 강화군에서 클라이밍(암벽등반)에 대한 강좌를 알려줘.,인천 강화군에는 클라이밍(암벽등반)에 관한 프로그램이 존재하지 않습니다.
인천 강화군에서 검도에 대한 강좌를 알려줘.,인천 강화군에는 검도에 관한 프로그램이 존재하지 않습니다.
인천 강화군에서 테니스에 대한 강좌를 알려줘.,인천 강화군에는 테니스에 관한 프로그램이 존재하지 않습니다.
