정보,위치주소,시설이름,우편번호,주소,종목명,상세종목,가격,월,개최월,년도
"서울 성북구에 있는 체육시설의 상세 주소는 서울특별시 성북구 솔샘로17길 8 꿈빛마을 발달센터으로, 우편번호가 2705이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 인라인이며, 강좌는 (2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 216000원입니다. ",서울 성북구,꿈빛마을 발달센터,2705,서울특별시 성북구 솔샘로17길 8,기타종목,인라인,216000,7,"(2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 성북구에 있는 체육시설의 상세 주소는 서울특별시 성북구 솔샘로17길 8 꿈빛마을 발달센터으로, 우편번호가 2705이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 특수체육 운동이며, 강좌는 (1, 5, 6, 7, 8, 9)월에 개최되며, 가격은 216000원입니다. ",서울 성북구,꿈빛마을 발달센터,2705,서울특별시 성북구 솔샘로17길 8,기타종목,특수체육 운동,216000,7,"(1, 5, 6, 7, 8, 9)",2024
"서울 성북구에 있는 체육시설의 상세 주소는 서울특별시 성북구 오패산로10길 30 이룸발달지원센터으로, 우편번호가 2751이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 특수체육이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 성북구,이룸발달지원센터,2751,서울특별시 성북구 오패산로10길 30,기타종목,특수체육,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 성북구에 있는 체육시설의 상세 주소는 서울특별시 성북구 월계로40길 7 더-리햅 맞춤재활운동센터으로, 우편번호가 2759이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 뇌병변1:1전문재활운동(편마비,파킨슨,척수마비 등)이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 120000원입니다. ",서울 성북구,더-리햅 맞춤재활운동센터,2759,서울특별시 성북구 월계로40길 7,기타종목,"뇌병변1:1전문재활운동(편마비,파킨슨,척수마비 등)",120000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 성북구에 있는 체육시설의 상세 주소는 서울특별시 성북구 장월로38길 4 주아필라테스으로, 우편번호가 2766이고, 이용 가능한 종목은 필라테스입니다. 제공하는 강좌의 강좌명은 필라테스 5:1 그룹레슨 8회 (1개월)이며, 강좌는 (4, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 성북구,주아필라테스,2766,서울특별시 성북구 장월로38길 4,필라테스,필라테스 5:1 그룹레슨 8회 (1개월),110000,7,"(4, 6, 7, 8, 9)",2024
"서울 성북구에 있는 체육시설의 상세 주소는 서울특별시 성북구 정릉로52길 5 키노짐스포츠으로, 우편번호가 2802이고, 이용 가능한 종목은 농구입니다. 제공하는 강좌의 강좌명은 농구 강습이며, 강좌는 (2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 성북구,키노짐스포츠,2802,서울특별시 성북구 정릉로52길 5,농구,농구 강습,110000,7,"(2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 성북구에 있는 체육시설의 상세 주소는 서울특별시 성북구 종암로 113 청마검도관으로, 우편번호가 2803이고, 이용 가능한 종목은 검도입니다. 제공하는 강좌의 강좌명은 검도이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 성북구,청마검도관,2803,서울특별시 성북구 종암로 113,검도,검도,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 성북구에 있는 체육시설의 상세 주소는 서울특별시 성북구 종암로 166 알파아동발달센터으로, 우편번호가 2739이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 운동발달이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 성북구,알파아동발달센터,2739,서울특별시 성북구 종암로 166,기타종목,운동발달,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 성북구에 있는 체육시설의 상세 주소는 서울특별시 성북구 종암로23길 17 용인대올림픽태권도으로, 우편번호가 2804이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도수업이며, 강좌는 (3, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 성북구,용인대올림픽태권도,2804,서울특별시 성북구 종암로23길 17,태권도,태권도수업,110000,7,"(3, 6, 7, 8, 9)",2024
"서울 성북구에 있는 체육시설의 상세 주소는 서울특별시 성북구 종암로24가길 53 종암점핑으로, 우편번호가 2798이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 점핑운동이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",서울 성북구,종암점핑,2798,서울특별시 성북구 종암로24가길 53,기타종목,점핑운동,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8)",2024
"서울 송파구에 있는 체육시설의 상세 주소는 서울특별시 송파구 가락로 171 짐스아동발달센터으로, 우편번호가 5664이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 심리운동이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 송파구,짐스아동발달센터,5664,서울특별시 송파구 가락로 171,기타종목,심리운동,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 송파구에 있는 체육시설의 상세 주소는 서울특별시 송파구 동남로 213 SP탁구클럽으로, 우편번호가 5820이고, 이용 가능한 종목은 탁구입니다. 제공하는 강좌의 강좌명은 기본기 완성이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10)월에 개최되며, 가격은 110000원입니다. ",서울 송파구,SP탁구클럽,5820,서울특별시 송파구 동남로 213,탁구,기본기 완성,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",2024
"서울 송파구에 있는 체육시설의 상세 주소는 서울특별시 송파구 마천로 226 서울시발달장애인사회적응지원센터으로, 우편번호가 5737이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 사회적응운동 1단계 3이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 80000원입니다. ",서울 송파구,서울시발달장애인사회적응지원센터,5737,서울특별시 송파구 마천로 226,기타종목,사회적응운동 1단계 3,80000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"서울 송파구에 있는 체육시설의 상세 주소는 서울특별시 송파구 마천로 226 서울시발달장애인사회적응지원센터으로, 우편번호가 5737이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 사회적응운동 1단계 4이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 70000원입니다. ",서울 송파구,서울시발달장애인사회적응지원센터,5737,서울특별시 송파구 마천로 226,기타종목,사회적응운동 1단계 4,70000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 송파구에 있는 체육시설의 상세 주소는 서울특별시 송파구 마천로 226 서울시발달장애인사회적응지원센터으로, 우편번호가 5737이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 사회적응운동 2단계 2이며, 강좌는 (3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 80000원입니다. ",서울 송파구,서울시발달장애인사회적응지원센터,5737,서울특별시 송파구 마천로 226,기타종목,사회적응운동 2단계 2,80000,7,"(3, 4, 5, 6, 7, 8, 9)",2024
"서울 송파구에 있는 체육시설의 상세 주소는 서울특별시 송파구 마천로 226 서울시발달장애인사회적응지원센터으로, 우편번호가 5737이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 사회적응운동 2단계 3이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 80000원입니다. ",서울 송파구,서울시발달장애인사회적응지원센터,5737,서울특별시 송파구 마천로 226,기타종목,사회적응운동 2단계 3,80000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 송파구에 있는 체육시설의 상세 주소는 서울특별시 송파구 마천로 226 서울시발달장애인사회적응지원센터으로, 우편번호가 5737이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 사회적응운동 2단계 5이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 80000원입니다. ",서울 송파구,서울시발달장애인사회적응지원센터,5737,서울특별시 송파구 마천로 226,기타종목,사회적응운동 2단계 5,80000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 송파구에 있는 체육시설의 상세 주소는 서울특별시 송파구 마천로 226 서울시발달장애인사회적응지원센터으로, 우편번호가 5737이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 사회적응운동 2단계 8이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 80000원입니다. ",서울 송파구,서울시발달장애인사회적응지원센터,5737,서울특별시 송파구 마천로 226,기타종목,사회적응운동 2단계 8,80000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 송파구에 있는 체육시설의 상세 주소는 서울특별시 송파구 마천로 226 서울시발달장애인사회적응지원센터으로, 우편번호가 5737이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 사회적응운동 2단계 9이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 80000원입니다. ",서울 송파구,서울시발달장애인사회적응지원센터,5737,서울특별시 송파구 마천로 226,기타종목,사회적응운동 2단계 9,80000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 송파구에 있는 체육시설의 상세 주소는 서울특별시 송파구 마천로 226 서울시발달장애인사회적응지원센터으로, 우편번호가 5737이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 사회적응운동 3단계 3이며, 강좌는 (2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 80000원입니다. ",서울 송파구,서울시발달장애인사회적응지원센터,5737,서울특별시 송파구 마천로 226,기타종목,사회적응운동 3단계 3,80000,7,"(2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 송파구에 있는 체육시설의 상세 주소는 서울특별시 송파구 마천로 226 서울시발달장애인사회적응지원센터으로, 우편번호가 5737이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 사회적응운동 3단계 4이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 80000원입니다. ",서울 송파구,서울시발달장애인사회적응지원센터,5737,서울특별시 송파구 마천로 226,기타종목,사회적응운동 3단계 4,80000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 송파구에 있는 체육시설의 상세 주소는 서울특별시 송파구 마천로 226 서울시발달장애인사회적응지원센터으로, 우편번호가 5737이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 사회적응운동 3단계 5이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 80000원입니다. ",서울 송파구,서울시발달장애인사회적응지원센터,5737,서울특별시 송파구 마천로 226,기타종목,사회적응운동 3단계 5,80000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"서울 송파구에 있는 체육시설의 상세 주소는 서울특별시 송파구 마천로 226 서울시발달장애인사회적응지원센터으로, 우편번호가 5737이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 사회적응운동 4단계이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 90000원입니다. ",서울 송파구,서울시발달장애인사회적응지원센터,5737,서울특별시 송파구 마천로 226,기타종목,사회적응운동 4단계,90000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 송파구에 있는 체육시설의 상세 주소는 서울특별시 송파구 백제고분로 91 에이원민턴 잠실본동점으로, 우편번호가 5562이고, 이용 가능한 종목은 배드민턴입니다. 제공하는 강좌의 강좌명은 실내배드민턴 레슨 2회권이며, 강좌는 (6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 송파구,에이원민턴 잠실본동점,5562,서울특별시 송파구 백제고분로 91,배드민턴,실내배드민턴 레슨 2회권,110000,7,"(6, 7, 8, 9)",2024
"서울 송파구에 있는 체육시설의 상세 주소는 서울특별시 송파구 새말로 125 가온누리아동심리상담센터으로, 우편번호가 5809이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 감각통합치료이며, 강좌는 (4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 송파구,가온누리아동심리상담센터,5809,서울특별시 송파구 새말로 125,기타종목,감각통합치료,110000,7,"(4, 5, 6, 7, 8, 9)",2024
"서울 송파구에 있는 체육시설의 상세 주소는 서울특별시 송파구 새말로 167 프리윌아동청소년발달센터으로, 우편번호가 5801이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 심리운동이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 송파구,프리윌아동청소년발달센터,5801,서울특별시 송파구 새말로 167,기타종목,심리운동,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"서울 송파구에 있는 체육시설의 상세 주소는 서울특별시 송파구 석촌호수로 284 스웨이댄스 잠실석촌호수점으로, 우편번호가 5623이고, 이용 가능한 종목은 댄스(줌바 등)입니다. 제공하는 강좌의 강좌명은 몸치탈출 KPOP 개인레슨 1회 (원하는곡 선택가능)이며, 강좌는 (1, 2, 4, 7)월에 개최되며, 가격은 110000원입니다. ",서울 송파구,스웨이댄스 잠실석촌호수점,5623,서울특별시 송파구 석촌호수로 284,댄스(줌바 등),몸치탈출 KPOP 개인레슨 1회 (원하는곡 선택가능),110000,7,"(1, 2, 4, 7)",2024
"서울 송파구에 있는 체육시설의 상세 주소는 서울특별시 송파구 성내천로 77 백호합기도1관으로, 우편번호가 5739이고, 이용 가능한 종목은 합기도입니다. 제공하는 강좌의 강좌명은 합기도이며, 강좌는 (6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",서울 송파구,백호합기도1관,5739,서울특별시 송파구 성내천로 77,합기도,합기도,110000,7,"(6, 7, 8, 9)",2024
